Name,Slug,Email,Phone,Website,Address,Categories,Relevant Countries,Quality,Sources,Directory URL,JSON URL,Lead Score,Reason,Priority
Bernstein Bank GmbH,bernstein-bank,privacy@bernstein-bank.com,+49 89 21543100,https://www.bernstein-bank.com,"Maximilianstr. 13
80539 München
Germany",finance,"it, de, gb, pl",verified,"https://github.com/datenanfragen/data/issues/266, https://bernstein-bank.azureedge.net/download/documents/DE/DE20200619_Bernstein_Bank_Datenschutzerklaerung.pdf, https://bernstein-bank.com/de/impressum/",https://www.datarequests.org/company/bernstein-bank/,https://www.datarequests.org/db/bernstein-bank.json,19,"finance, verified, email, phone, website",High
Berliner Sparkasse,berliner-sparkasse,datenschutz@berliner-sparkasse.de,+49 30 86986969,https://www.berliner-sparkasse.de/,"Alexanderplatz 2
10178 Berlin
Deutschland",finance,de,verified,"https://www.berliner-sparkasse.de/de/home/toolbar/datenschutz.html, https://github.com/datenanfragen/data/pull/966, https://www.berliner-sparkasse.de/en/home/toolbar/kontakt.html",https://www.datarequests.org/company/berliner-sparkasse/,https://www.datarequests.org/db/berliner-sparkasse.json,19,"finance, verified, email, phone, website",High
OwnCube e.U.,owncube,support@owncube.com,,https://owncube.com/,"Stadtplatz 12, Top 2
3860 Heidenreichstein
Austria",telecommunication,all,verified,"https://owncube.com/legal_de.html, https://github.com/datenanfragen/data/pull/2154",https://www.datarequests.org/company/owncube/,https://www.datarequests.org/db/owncube.json,19,"telecom, verified, email, website, global",High
ALL-INKL.COM - Neue Medien Münnich,all-inkl,info@all-inkl.com,+49 35872 35310,https://all-inkl.com/,"Hauptstraße 68
02742 Friedersdorf
Deutschland",telecommunication,de,verified,"https://all-inkl.com/datenschutz/, https://all-inkl.com/impressum/",https://www.datarequests.org/company/all-inkl/,https://www.datarequests.org/db/all-inkl.json,19,"telecom, verified, email, phone, website",High
transact Elektronische Zahlungssysteme GmbH,epay,DPO_DE@epayworldwide.com,+49 89 8996430,https://epay.de/,"Fraunhoferstr. 10
82152 Martinsried
Deutschland",finance,de,verified,"https://epay.de/de/datenschutzbestimmungen/, https://github.com/datenanfragen/data/pull/918, https://kartenwelt.penny.de/datenschutz, https://github.com/datenanfragen/data/pull/2134",https://www.datarequests.org/company/epay/,https://www.datarequests.org/db/epay.json,19,"finance, verified, email, phone, website",High
Towarzystwo Ubezpieczeń Europa S.A.,tueuropa-pl,iod@tueuropa.pl,+48 71 369 28 87,https://tueuropa.pl,"ul. gen. Władysława Sikorskiego 26
53-659 Wrocław
Poland",insurance,pl,verified,"https://tueuropa.pl/polityka-prywatnosci, https://tueuropa.pl/doclib/1.-KIR_RODO_Produkt_TUE.pdf",https://www.datarequests.org/company/tueuropa-pl/,https://www.datarequests.org/db/tueuropa-pl.json,19,"insurance, verified, email, phone, website",High
Unzer Austria GmbH,unzer-austria,datenschutz@unzer.com,+43 1 5136633100,https://www.unzer.com/at/,"Columbusplatz 7-8
Stiege 1 / 5. Stock
1100 Wien
Österreich",finance,at,verified,https://a.storyblok.com/f/118211/x/ef853279f4/20250214_datenschutzhinweise_unzer-austria_endkunden.pdf,https://www.datarequests.org/company/unzer-austria/,https://www.datarequests.org/db/unzer-austria.json,19,"finance, verified, email, phone, website",High
Union Investment Real Estate GmbH,union-investment-real-estate,datenschutz@union-investment.de,+49 40 349190,https://realestate.union-investment.com,"EMPORIO
Valentinskamp 70
20355 Hamburg
Deutschland",finance,de,verified,"https://realestate.union-investment.com/datenschutz, https://realestate.union-investment.com/impressum",https://www.datarequests.org/company/union-investment-real-estate/,https://www.datarequests.org/db/union-investment-real-estate.json,19,"finance, verified, email, phone, website",High
Union Investment Privatfonds GmbH,union-investment,datenschutz@union-investment.de,+49 69 25670,https://www.union-investment.de/,"Weißfrauenstraße 7
60311 Frankfurt am Main
Deutschland",finance,de,verified,"https://www.union-investment.de/datenschutz, https://www.union-investment.de/impressum-UIP, https://github.com/datenanfragen/data/pull/780",https://www.datarequests.org/company/union-investment/,https://www.datarequests.org/db/union-investment.json,19,"finance, verified, email, phone, website",High
UniCredit Bank AG,hypovereinsbank,datenschutzrechte@unicredit.de,+49 89 3780,https://www.hypovereinsbank.de,"80311 München
Deutschland",finance,de,verified,"https://www.hypovereinsbank.de/hvb/footer/datenschutz, https://github.com/datenanfragen/data/pull/2050",https://www.datarequests.org/company/hypovereinsbank/,https://www.datarequests.org/db/hypovereinsbank.json,19,"finance, verified, email, phone, website",High
myProbatix,mycoronacheck-probatix-de,datenschutz@probatix.de,+49 30 56838352,https://probatix.de/,"Bismarckstraße 10-12
10625 Berlin
Deutschland",health,de,verified,"https://probatix.de/rechtliches/my-probatix-datenschutzbestimmungen, https://probatix.de/kontakt/, https://github.com/datenanfragen/data/pull/1791",https://www.datarequests.org/company/mycoronacheck-probatix-de/,https://www.datarequests.org/db/mycoronacheck-probatix-de.json,19,"health, verified, email, phone, website",High
mydays GmbH,mydays,datenschutz@mydays.de,+49 89 211299933,https://www.mydays.de/,"Riesstraße 22
80992 München
Deutschland","commerce, insurance",de,verified,"https://www.mydays.de/datenschutz, https://www.mydays.de/impressum",https://www.datarequests.org/company/mydays/,https://www.datarequests.org/db/mydays.json,19,"insurance, verified, email, phone, website",High
MVZ Rheumatologie und Autoimmunmedizin Hamburg GmbH,rheuma-hh,info.moenckeberg@rheuma-hh.de,+49 40 33319610,https://www.rheuma-hh.de,"Mönckebergstraße 27
20095 Hamburg-Altstadt
Deutschland",health,de,verified,"https://www.rheuma-hh.de/datenschutz/, https://github.com/datenanfragen/data/pull/1909",https://www.datarequests.org/company/rheuma-hh/,https://www.datarequests.org/db/rheuma-hh.json,19,"health, verified, email, phone, website",High
Open Bank S.A.,openbank,datenschutz@openbank.com,+49 69 945189175,https://www.openbank.de/,"Plaza de Santa Bárbara 2
28004 Madrid
Spain",finance,"de, es",verified,https://www.openbank.de/datenschutzpolitik,https://www.datarequests.org/company/openbank/,https://www.datarequests.org/db/openbank.json,19,"finance, verified, email, phone, website",High
Octo Group s.p.a.,octo-telematics,dpo@octotelematics.com,+39 06 726 5341,https://www.octotelematics.com/,"Via Vincenzo Lamaro 51
00173 Rome
Italy","telecommunication, commerce","it, es, de, gb, pl",verified,"https://www.octotelematics.com/, https://www.octotelematics.com/privacy-and-cookie-policy/",https://www.datarequests.org/company/octo-telematics/,https://www.datarequests.org/db/octo-telematics.json,19,"telecom, verified, email, phone, website",High
NÜRNBERGER Versicherung,nuernberger-versicherung,datenschutzbeauftragter@nuernberger.de,+49 911 5315,https://www.nuernberger.de,"Ostendstraße 100
90334 Nürnberg
Deutschland",insurance,de,verified,https://www.nuernberger.de/medien/4allportal/is023_001_p.pdf,https://www.datarequests.org/company/nuernberger-versicherung/,https://www.datarequests.org/db/nuernberger-versicherung.json,19,"insurance, verified, email, phone, website",High
"Notion Labs, Inc.",notion,team@makenotion.com,,https://notion.so,"2300 Harrison Street
San Francisco, CA 94110
United States",telecommunication,all,verified,"https://www.notion.so/notion/Privacy-Policy-3468d120cf614d4c9014c09f6adc9091#1c924d8f434e470d88db2e005ae69aa2, https://github.com/datenanfragen/data/pull/2710",https://www.datarequests.org/company/notion/,https://www.datarequests.org/db/notion.json,19,"telecom, verified, email, website, global",High
norisbank GmbH,norisbank,service@norisbank.de,+49 30 31066000,https://www.norisbank.de/,"10910 Berlin
Deutschland","finance, insurance",de,verified,"https://www.norisbank.de/service/rechtliches.html, https://www.norisbank.de/ueberuns/impressum.html",https://www.datarequests.org/company/norisbank/,https://www.datarequests.org/db/norisbank.json,19,"finance, verified, email, phone, website",High
Nokia Corporation,nokia,,+358 10 4488000,https://www.nokia.com/,"Karakaari 7
P.O. Box 226
FI-00045 Nokia Group
Finland",telecommunication,all,verified,"https://www.nokia.com/notices/privacy/, https://www.nokia.com/contact-us/, https://github.com/datenanfragen/data/pull/1258",https://www.datarequests.org/company/nokia/,https://www.datarequests.org/db/nokia.json,19,"telecom, verified, phone, website, global",High
Niederrheinische Sparkasse RheinLippe,nispa,datenschutz@nispa.de,+49 281 2051,https://www.nispa.de/,"Bismarckstraße 1
46483 Wesel
Deutschland",finance,de,verified,"https://www.nispa.de/de/home/toolbar/datenschutz.html, https://github.com/datenanfragen/data/pull/2295",https://www.datarequests.org/company/nispa/,https://www.datarequests.org/db/nispa.json,19,"finance, verified, email, phone, website",High
NIBC Bank N.V.,nibcdirect,datenschutz@nibc.de,+49 69 24437200,https://www.nibc.de,"An der Welle 5
60322 Frankfurt am Main
Deutschland",finance,de,verified,"https://www.nibc.de/hilfe-services/sicherheit/, https://www.nibc.de/ueber-nibc/impressum/, https://github.com/datenanfragen/data/pull/737",https://www.datarequests.org/company/nibcdirect/,https://www.datarequests.org/db/nibcdirect.json,19,"finance, verified, email, phone, website",High
BIG direkt gesund,big-direkt-gesund,datenschutz@big-direkt.de,+49 800 54565456,https://www.big-direkt.de/,"Rheinische Straße 1
44137 Dortmund
Deutschland","health, insurance",de,verified,"https://www.big-direkt.de/de/datenschutz, https://github.com/datenanfragen/data/pull/2232",https://www.datarequests.org/company/big-direkt-gesund/,https://www.datarequests.org/db/big-direkt-gesund.json,19,"insurance, verified, email, phone, website",High
BGV Badische Versicherungen,bgv-de,datenschutzbeauftragter@bgv.de,+49 721 6600,https://www.bgv.de/,"Durlacher Allee 56
76131 Karlsruhe
Deutschland",insurance,de,verified,"https://www.bgv.de/ueber-den-bgv/rechtliches/datenschutz/, https://www.bgv.de/ueber-den-bgv/rechtliches/impressum/, https://github.com/datenanfragen/data/pull/2329",https://www.datarequests.org/company/bgv-de/,https://www.datarequests.org/db/bgv-de.json,19,"insurance, verified, email, phone, website",High
BFS health finance GmbH,bfs-health-finance,datenschutz@meinebfs.de,+49 231 945362600,https://meinebfs.de/,"Hülshof 24
44369 Dortmund
Deutschland","credit agency, health",de,verified,"https://meinebfs.de/datenschutz/, https://meinebfs.de/impressum/, https://github.com/datenanfragen/data/pull/1061",https://www.datarequests.org/company/bfs-health-finance/,https://www.datarequests.org/db/bfs-health-finance.json,19,"health, verified, email, phone, website",High
BFS finance GmbH,bfs-finance,datenschutz@bfs-finance.com,+49 5241 8043199,https://www.bfs-finance.com/,"Carl-Bertelsmann-Str. 23
33332 Gütersloh
Deutschland","collection agency, credit agency, finance",de,verified,"https://www.bfs-finance.com/datenschutz/, https://www.bfs-finance.com/impressum/, https://github.com/datenanfragen/data/pull/1679",https://www.datarequests.org/company/bfs-finance/,https://www.datarequests.org/db/bfs-finance.json,19,"finance, verified, email, phone, website",High
Bezirkskliniken Mittelfranken,bezirkskliniken-mfr,Datenschutz@bezirkskliniken-mfr.de,+49 981 46530,https://www.bezirkskliniken-mfr.de,"Feuchtwanger Straße 38
91522 Ansbach
Deutschland",health,de,verified,"https://www.bezirkskliniken-mfr.de/datenschutz/, https://www.bezirkskliniken-mfr.de/standorte-und-kliniken/, https://github.com/datenanfragen/data/pull/2266",https://www.datarequests.org/company/bezirkskliniken-mfr/,https://www.datarequests.org/db/bezirkskliniken-mfr.json,19,"health, verified, email, phone, website",High
BNP Paribas S.A. Niederlassung Deutschland,consorsfinanz,gdpr.desk.cib@bnpparibas.com,+49 69 71930,https://www.bnpparibas.de,"Europa-Allee 12
60327 Frankfurt am Main
Deutschland","finance, insurance",de,verified,"https://www.consorsfinanz.de/datenschutz/index.html, https://www.consorsfinanz.de/impressum/index.html, https://www.bnpparibas.de/de/legals/, https://www.bnpparibas.de/de/datenschutzrichtlinie/, https://www.consorsbank.de/ev/Transversal/Datenschutz?tcid=TST-298, https://github.com/datenanfragen/data/pull/784",https://www.datarequests.org/company/consorsfinanz/,https://www.datarequests.org/db/consorsfinanz.json,19,"finance, verified, email, phone, website",High
Blutspendedienst des Bayerischen Roten Kreuzes gGmbH,blutspendedienst-brk,datenschutz@blutspendedienst.com,+49 89 53990,https://www.blutspendedienst.com/,"Herzog-Heinrich-Straße 2
80336 München
Deutschland",health,de,verified,"https://www.blutspendedienst.com/datenschutz, https://www.blutspendedienst.com/impressum, https://github.com/datenanfragen/data/pull/1836",https://www.datarequests.org/company/blutspendedienst-brk/,https://www.datarequests.org/db/blutspendedienst-brk.json,19,"health, verified, email, phone, website",High
MMF UG,mmf-ug,kontakt@mmf-ug.de,+49 2174 7148000,http://mmf-ug.de,"Hauptstraße 134
51143 Köln
Deutschland","addresses, finance",de,verified,"https://github.com/datenanfragen/data/issues/501, http://mmf-ug.de/datenschutz/",https://www.datarequests.org/company/mmf-ug/,https://www.datarequests.org/db/mmf-ug.json,19,"finance, verified, email, phone, website",High
MLP Finanzberatung SE,mlp-finanzberatung,datenschutzbeauftragter@mlp.de,+49 6222 3080,https://mlp.de/,"Alte Heerstraße 40
69168 Wiesloch
Deutschland",finance,de,verified,"https://github.com/datenanfragen/data/issues/536, https://mlp.de/mlp/datenschutz/",https://www.datarequests.org/company/mlp-finanzberatung/,https://www.datarequests.org/db/mlp-finanzberatung.json,19,"finance, verified, email, phone, website",High
mitNORM GmbH,mitnorm,datenschutz@mitnorm.com,+49 511 56365720,https://mitnorm.de,"Rendsburger Straße 14
30659 Hannover
Deutschland",finance,de,verified,"https://mitnorm.de/datenschutz/, https://github.com/datenanfragen/data/pull/1774",https://www.datarequests.org/company/mitnorm/,https://www.datarequests.org/db/mitnorm.json,19,"finance, verified, email, phone, website",High
netcup GmbH,netcup,mail@netcup.de,+49 721 75407550,https://www.netcup.com/,"Emmy-Noether-Straße 10
76131 Karlsruhe
Deutschland",telecommunication,de,verified,"https://www.netcup.de/kontakt/datenschutzerklaerung.php, https://www.netcup.de/kontakt/impressum.php, https://github.com/datenanfragen/data/issues/644, https://github.com/datenanfragen/data/pull/3176, https://github.com/datenanfragen/data/pull/3178",https://www.datarequests.org/company/netcup/,https://www.datarequests.org/db/netcup.json,19,"telecom, verified, email, phone, website",High
NetCologne Gesellschaft für Telekommunikation mbH,netcologne,Datenschutz@netcologne.de,+49 221 2222313,https://www.netcologne.de/,"Am Coloneum 9
50829 Köln
Deutschland",telecommunication,de,verified,"https://www.netcologne.de/datenschutz, https://github.com/datenanfragen/data/pull/2143",https://www.datarequests.org/company/netcologne/,https://www.datarequests.org/db/netcologne.json,19,"telecom, verified, email, phone, website",High
netbank,netbank,info@aab.de,+49 821 50150,https://www.netbank.de/,"c/o AAB Management GmbH
Halderstraße 21
86150 Augsburg
Deutschland",finance,de,verified,"https://www.netbank.de/datenschutz.html, https://github.com/datenanfragen/data/pull/2613",https://www.datarequests.org/company/netbank/,https://www.datarequests.org/db/netbank.json,19,"finance, verified, email, phone, website",High
Neatnik LLC,neatnik,privacy@neatnik.net,,https://neatnik.net/,"c/o Legalinc Corporate Services
4965 US Hwy 42
Suite 1000
Louisville, KY 40222
United States of America","entertainment, telecommunication",all,verified,"https://neatnik.net/about/privacy-policy/, https://home.omg.lol/info/legal#privacy-policy",https://www.datarequests.org/company/neatnik/,https://www.datarequests.org/db/neatnik.json,19,"telecom, verified, email, website, global",High
NATIONAL BANK OF GREECE S.A.,nbg-gr,dpo@nbg.gr,+30 21 0647 5600,https://www.nbg.gr/,"Leoforos Kifisias 1-3
115 23 Athens
Greece",finance,gr,verified,https://www.nbg.gr/Style%20Library/ReusableContent/Privacy_statement_en.pdf,https://www.datarequests.org/company/nbg-gr/,https://www.datarequests.org/db/nbg-gr.json,19,"finance, verified, email, phone, website",High
Namecheap Inc.,namecheap,legal@namecheap.com,,https://www.namecheap.com/,"4600 East Washington Street
Suite 305
Phoenix
AZ 85034
United States of America",telecommunication,all,verified,"https://www.namecheap.com/legal/general/privacy-policy.aspx, https://www.namecheap.com/legal/universal/universal-tos.aspx",https://www.datarequests.org/company/namecheap/,https://www.datarequests.org/db/namecheap.json,19,"telecom, verified, email, website, global",High
"Name.com, Inc.",donuts-domains,privacy@donuts.email,,https://name.com,"10 Earlsfort Terrace
Dublin 2, D02 T380
Ireland","commerce, telecommunication",all,verified,https://www.name.com/privacy-policy,https://www.datarequests.org/company/donuts-domains/,https://www.datarequests.org/db/donuts-domains.json,19,"telecom, verified, email, website, global",High
BKK VerbundPlus,bkk-verbundplus,datenschutz@bkkvp.de,+49 7351 18240,https://www.bkk-verbundplus.de/,"Zeppelinring 13
88400 Biberach
Deutschland","insurance, health",de,verified,"https://www.bkk-verbundplus.de/unternehmen/datenschutz/datenschutzerklaerung, https://github.com/datenanfragen/data/issues/508",https://www.datarequests.org/company/bkk-verbundplus/,https://www.datarequests.org/db/bkk-verbundplus.json,19,"insurance, verified, email, phone, website",High
BKK EUREGIO,bkk-euregio,datenschutz@bkk-euregio.de,+49 2452 90160,https://www.bkk-euregio.de,"Boos-Fremery-Str. 66
52525 Heinsberg
Deutschland",insurance,de,verified,"https://www.bkk-euregio.de/impressum, https://www.bkk-euregio.de/datenschutz, https://github.com/datenanfragen/data/pull/1296",https://www.datarequests.org/company/bkk-euregio/,https://www.datarequests.org/db/bkk-euregio.json,19,"insurance, verified, email, phone, website",High
